Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Primary %,Won Primary,Rep Party Support?,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?,No Labels Support?,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,LAST_NAME,FIRST_NAME,SP_TITLE
Bruno Barreiro,FL,U.S. House Florida District 27,Representative,Regular,8/28/18,Lost,None,None,25.7,No,Yes,,,,,No,,,,,,No,,,H8FL27037,"BARREIRO, BRUNO",O,2.0,REP,578578.0,0.0,476373.14,0.0,0.0,102204.86,0.0,0.0,0.0,0.0,0.0,0.0,576578.0,FL,27.0,,,,,,2000.0,0.0,12/31/2018,3700.0,0.0,barreiro, bruno,
Maria Peiro,FL,U.S. House Florida District 27,Representative,Regular,8/28/18,Lost,None,None,8.0,No,No,,,,,Yes,,,,,,No,,,H6FL27049,"PEIRO, MARIA M",O,2.0,REP,15501.32,0.0,14938.4,0.0,0.0,562.92,0.0,8870.0,0.0,0.0,0.0,24293.85,6455.49,FL,27.0,,,,,,0.0,0.0,06/30/2018,80.49,0.0,peiro, maria m,
Bettina Rodriguez-Aguilera,FL,U.S. House Florida District 27,Representative,Regular,8/28/18,Lost,None,None,4.3,No,No,,,,,No,,,,,,No,,,H8FL27094,"RODRIGUEZ-AGUILERA, BETTINA",O,2.0,REP,86042.82,0.0,87171.46,0.0,0.0,-1128.64,2511.82,14400.0,0.0,0.0,0.0,14400.0,69131.0,FL,27.0,,,,,,0.0,0.0,09/30/2018,0.0,0.0,rodriguez-aguilera, bettina,
Angie Chirino,FL,U.S. House Florida District 27,Representative,Regular,8/28/18,Lost,None,None,6.9,No,No,,,,,No,,,,,,No,,,H8FL27177,"CHIRINO, ANGIE",O,2.0,REP,57344.58,0.0,54075.89,0.0,0.0,-10576.33,0.0,0.0,0.0,0.0,0.0,0.0,57344.58,FL,27.0,,,,,,0.0,0.0,06/30/2018,0.0,0.0,chirino, angie,
Maria Elvira Salazar,FL,U.S. House Florida District 27,Representative,Regular,8/28/18,Advanced,None,On the Ballot,40.5,Yes,Yes,,,,,No,,,,,,Yes,,,H8FL27185,"SALAZAR, MARIA ELVIRA",O,2.0,REP,2069164.06,0.0,2056401.32,0.0,0.0,12762.74,0.0,10000.0,0.0,10000.0,0.0,0.0,1682147.84,FL,27.0,,,,,,71200.0,303816.22,12/31/2018,3000.0,0.0,salazar, maria elvira,
Michael Ohevzion,FL,U.S. House Florida District 27,Representative,Regular,8/28/18,Lost,None,None,3.8,No,No,,,,,No,,,,,,No,,,H8FL27201,"OHEVZION, MICHAEL",O,2.0,REP,183070.0,0.0,183070.0,0.0,0.0,0.0,68300.0,100000.0,0.0,9275.08,0.0,0.0,14770.0,FL,27.0,,,,,,0.0,0.0,09/05/2018,0.0,0.0,ohevzion, michael,
Elizabeth Adadi,FL,U.S. House Florida District 27,Representative,Regular,8/28/18,Lost,None,None,2.0,No,No,,,,,No,,,,,,No,,,H8FL27219,"ADADI, ELIZABETH",O,2.0,REP,27268.24,0.0,16636.28,0.0,0.0,0.86,3304.12,10500.0,0.0,0.0,0.0,10500.0,13464.12,FL,27.0,,,,,,0.0,0.0,08/28/2018,0.0,0.0,adadi, elizabeth,
Stephen Marks,FL,U.S. House Florida District 27,Representative,Regular,8/28/18,Lost,None,None,7.0,No,No,,,,,No,,,,,,No,,,H6FL18170,"MARKS, STEPHEN",O,2.0,REP,450000.0,0.0,450000.0,0.0,0.0,0.0,0.0,450000.0,0.0,163077.95,0.0,286922.05,0.0,FL,27.0,,,,,,0.0,0.0,09/17/2018,0.0,0.0,marks, stephen,
Virginia Fuller,FL,U.S. House Florida District 5,Representative,Regular,8/28/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H8FL05157,"FULLER, VIRGINIA",C,2.0,REP,40564.0,0.0,40413.0,0.0,0.0,151.0,364.0,0.0,32558.0,0.0,0.0,0.0,7667.0,FL,5.0,,,,,,0.0,0.06,01/30/2019,0.0,0.0,fuller, virginia,
Fred Costello,FL,U.S. House Florida District 6,Representative,Regular,8/28/18,Lost,None,None,27.2,No,,,,,,Yes,,,,,,,,,H6FL06183,"COSTELLO, FRED WILLIAM",O,2.0,REP,288014.38,0.0,283402.77,0.0,124.81,4736.42,0.0,163000.0,0.0,0.0,0.0,290194.38,124425.38,FL,6.0,,,,,,0.0,0.0,10/31/2018,53.0,0.0,costello, fred william,
John Ward,FL,U.S. House Florida District 6,Representative,Regular,8/28/18,Lost,None,None,30.4,No,,,,,,No,,,,,,,,,H8FL06122,"WARD, JOHN",O,2.0,REP,1230842.13,0.0,1227903.27,0.0,0.0,2938.86,9693.0,755000.0,0.0,0.0,0.0,760168.0,461425.41,FL,6.0,,,,,,1000.0,0.0,12/31/2018,300.0,0.0,ward, john,
Michael Waltz,FL,U.S. House Florida District 6,Representative,Regular,8/28/18,Advanced,None,On the Ballot,42.4,Yes,,,,,,No,,,,,,,,,H8FL06148,"WALTZ, MICHAEL",O,2.0,REP,2197940.02,25806.57,2146378.61,0.0,0.0,51561.41,0.0,605000.0,0.0,155000.0,0.0,430000.0,1246086.85,FL,6.0,,,,,,309274.5,11500.0,12/31/2018,9665.0,500.0,waltz, michael,
Mike Miller,FL,U.S. House Florida District 7,Representative,Regular,8/28/18,Advanced,None,On the Ballot,53.9,Yes,Yes,,,,,No,,,,,,Yes,,,H8FL07062,"MILLER, MIKE",C,2.0,REP,1137563.66,0.0,1103414.05,0.0,0.0,34149.61,0.0,125000.0,0.0,0.0,0.0,125000.0,830594.4,FL,7.0,,,,,,174949.26,7000.0,12/31/2018,11200.0,5000.0,miller, mike,
Scott Sturgill,FL,U.S. House Florida District 7,Representative,Regular,8/28/18,Lost,None,None,30.4,No,Yes,,,,,Yes,,Yes,,,,No,,,H8FL07070,"STURGILL, SCOTT",C,2.0,REP,720299.18,0.0,719859.83,0.0,0.0,439.35,0.0,150250.0,0.0,0.0,0.0,181968.35,552264.86,FL,7.0,,,,,,17200.0,0.0,12/31/2018,106600.0,0.0,sturgill, scott,
Vennia Francois,FL,U.S. House Florida District 7,Representative,Regular,8/28/18,Lost,None,None,15.8,No,No,,,,,No,,No,,,,No,,,H8FL07088,"FRANCOIS, VENNIA V.",C,2.0,REP,46768.77,0.0,40107.93,0.0,0.0,6660.84,0.0,0.0,0.0,0.0,0.0,4748.99,46768.77,FL,7.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,francois, vennia v.,
Wayne Liebnitzky,FL,U.S. House Florida District 9,Representative,Regular,8/28/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H6FL09195,"LIEBNITZKY, WAYNE",C,2.0,REP,71506.89,0.0,71507.85,0.0,0.96,0.0,250.42,0.0,0.0,10332.79,0.0,0.0,59252.91,FL,9.0,,,,,,12000.0,0.0,12/31/2018,0.0,0.0,liebnitzky, wayne,
Rick Scott,FL,U.S. Senate Florida,Senator,Regular,8/28/18,Advanced,None,On the Ballot,88.6,Yes,,Yes,,,,Yes,,Yes,Yes,,,,Yes,,S8FL00273,"SCOTT, RICK GOV",C,2.0,REP,85231716.47,1036189.15,83771112.48,0.0,0.0,1460603.73,63569753.81,0.0,0.0,0.0,0.0,0.0,18341671.21,FL,0.0,,,,,,981797.67,5050.0,12/31/2018,185475.35,10000.0,scott, rick gov,
Roque De La Fuente,FL,U.S. Senate Florida,Senator,Regular,8/28/18,Lost,None,None,11.4,No,,No,,,,No,,No,No,,,,No,,P60016342,"FUENTE, ROQUE ROCKY DE LA",O,1.0,DEM,1410760.98,0.0,1440483.88,0.0,1046.08,2343.18,0.0,1410694.5,0.0,86597.55,0.0,9320065.61,50.0,00,0.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,fuente, roque rocky de la,
Roque De La Fuente,FL,U.S. Senate Florida,Senator,Regular,8/28/18,Lost,None,None,11.4,No,,No,,,,No,,No,No,,,,No,,S8CA00598,"FUENTE, ROQUE ROCKY DE LA",C,2.0,REP,1410760.98,0.0,1440483.88,0.0,1046.08,2343.18,0.0,1410694.5,0.0,86597.55,0.0,9320065.61,50.0,CA,0.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,fuente, roque rocky de la,
Roque De La Fuente,FL,U.S. Senate Florida,Senator,Regular,8/28/18,Lost,None,None,11.4,No,,No,,,,No,,No,No,,,,No,,S8DE00178,"FUENTE, ROQUE ROCKY DE LA",C,2.0,REP,15000.0,0.0,15000.0,0.0,0.0,0.0,0.0,15000.0,0.0,4560.0,0.0,-4560.0,0.0,DE,0.0,,,,,,0.0,0.0,10/01/2018,0.0,0.0,fuente, roque rocky de la,
Roque De La Fuente,FL,U.S. Senate Florida,Senator,Regular,8/28/18,Lost,None,None,11.4,No,,No,,,,No,,No,No,,,,No,,S8FL00299,"FUENTE, ROQUE ""ROCKY"" DE LA",C,2.0,REP,45000.0,0.0,45000.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,FL,0.0,,,,,,0.0,0.0,10/02/2018,0.0,0.0,fuente," roque ""rocky"" de la",
Roque De La Fuente,FL,U.S. Senate Florida,Senator,Regular,8/28/18,Lost,None,None,11.4,No,,No,,,,No,,No,No,,,,No,,S8RI00151,"FUENTE, ROQUE ROCKY DE LA",C,2.0,REP,100000.0,0.0,47761.14,0.0,0.0,52238.86,0.0,100000.0,0.0,25000.0,0.0,75000.0,0.0,RI,0.0,,,,,,0.0,0.0,09/30/2018,0.0,0.0,fuente, roque rocky de la,
David Callahan,GA,U.S. House Georgia District 13,Representative,Regular,5/22/18,Advanced,None,On the Ballot,93.0,Yes,,,,,,Yes,,,,,,,,,H8GA13035,"CALLAHAN, DAVID ALAN",C,2.0,REP,17832.0,0.0,18513.0,0.0,0.0,0.0,0.0,10000.0,0.0,1291.0,0.0,0.0,7632.0,GA,13.0,,,,,,0.0,250.0,11/20/2018,0.0,0.0,callahan, david alan,
Herman West Jr.,GA,U.S. House Georgia District 2,Representative,Regular,5/22/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H8GA02087,"WEST, HERMAN JR.",C,2.0,REP,22549.0,0.0,17109.52,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19049.0,GA,2.0,,,,,,3500.0,0.0,12/31/2018,0.0,0.0,west, herman ,
Joe Profit,GA,U.S. House Georgia District 4,Representative,Regular,5/22/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H8GA04125,"PROFIT, JOE",C,2.0,REP,81618.47,0.0,82033.52,0.0,0.0,5727.15,0.0,2300.0,10500.0,0.0,0.0,12800.0,68818.47,GA,4.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,profit, joe,
Cam Cavasso,HI,U.S. House Hawaii District 1,Representative,Regular,8/11/18,Advanced,None,On the Ballot,81.8,Yes,,,,,,,,,,,,,,,H8HI00012,"CAVASSO, CAM",O,2.0,REP,156883.78,0.0,155400.37,0.0,0.0,1483.41,2725.0,0.0,0.0,0.0,0.0,1490.0,128723.78,HI,1.0,,,,,,14750.0,10200.0,12/31/2018,600.0,0.0,cavasso, cam,
Consuelo Anderson,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,19.3,No,,,,,,,,,,,,,,,S8HI00194,"ANDERSON, CONSUELO E",C,2.0,REP,14606.96,0.0,14573.3,0.0,-10.99,22.67,650.0,0.0,656.96,0.0,0.0,656.96,13300.0,HI,0.0,,,,,,0.0,0.0,09/30/2018,0.0,0.0,anderson, consuelo e,
Roque De La Fuente,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,11.4,No,,,,,,,,,,,,,,,P60016342,"FUENTE, ROQUE ROCKY DE LA",O,1.0,DEM,1410760.98,0.0,1440483.88,0.0,1046.08,2343.18,0.0,1410694.5,0.0,86597.55,0.0,9320065.61,50.0,00,0.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,fuente, roque rocky de la,
Roque De La Fuente,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,11.4,No,,,,,,,,,,,,,,,S8CA00598,"FUENTE, ROQUE ROCKY DE LA",C,2.0,REP,1410760.98,0.0,1440483.88,0.0,1046.08,2343.18,0.0,1410694.5,0.0,86597.55,0.0,9320065.61,50.0,CA,0.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,fuente, roque rocky de la,
Roque De La Fuente,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,11.4,No,,,,,,,,,,,,,,,S8DE00178,"FUENTE, ROQUE ROCKY DE LA",C,2.0,REP,15000.0,0.0,15000.0,0.0,0.0,0.0,0.0,15000.0,0.0,4560.0,0.0,-4560.0,0.0,DE,0.0,,,,,,0.0,0.0,10/01/2018,0.0,0.0,fuente, roque rocky de la,
Roque De La Fuente,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,11.4,No,,,,,,,,,,,,,,,S8FL00299,"FUENTE, ROQUE ""ROCKY"" DE LA",C,2.0,REP,45000.0,0.0,45000.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,FL,0.0,,,,,,0.0,0.0,10/02/2018,0.0,0.0,fuente," roque ""rocky"" de la",
Roque De La Fuente,HI,U.S. Senate Hawaii,Senator,Regular,8/11/18,Lost,None,None,11.4,No,,,,,,,,,,,,,,,S8RI00151,"FUENTE, ROQUE ROCKY DE LA",C,2.0,REP,100000.0,0.0,47761.14,0.0,0.0,52238.86,0.0,100000.0,0.0,25000.0,0.0,75000.0,0.0,RI,0.0,,,,,,0.0,0.0,09/30/2018,0.0,0.0,fuente, roque rocky de la,
Chris Peters,IA,U.S. House Iowa District 2,Representative,Regular,6/5/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H6IA02161,"PETERS, CHRIS",C,2.0,REP,846951.16,224072.29,853952.41,224072.29,7774.36,773.11,10000.0,240200.0,0.0,110200.0,0.0,240000.0,342728.87,IA,2.0,,,,,,20000.0,8850.0,12/31/2018,400.0,500.0,peters, chris,
Russ Fulcher,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Advanced,None,On the Ballot,43.12,Yes,,,,,,,,Yes,,Yes,,No,,,H8ID01124,"FULCHER, RUSS",O,2.0,REP,917403.58,0.0,881601.3,0.0,0.0,35802.28,0.0,35000.0,0.0,35000.0,0.0,0.0,625104.7,ID,1.0,,,,,,255820.0,456.07,12/31/2018,600.0,0.0,fulcher, russ,
Christy Perry,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Lost,None,None,11.19,No,,,,,,,,No,,No,,No,,,H8ID01173,"PERRY, CHRISTY",O,2.0,REP,31792.0,0.0,31662.45,0.0,0.0,129.55,3857.0,15500.0,0.0,0.0,0.0,0.0,11335.0,ID,1.0,,,,,,100.0,1000.0,07/12/2018,0.0,0.0,perry, christy,
Luke Malek,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Lost,None,None,14.26,No,,,,,,,,No,,No,,Yes,,,H8ID01140,"MALEK, LUKE TODD",O,2.0,REP,301075.43,0.0,301075.43,0.0,0.0,0.0,25133.85,0.0,0.0,0.0,0.0,14124.27,205159.72,ID,1.0,,,,,,63250.0,7500.0,12/31/2018,0.0,0.0,malek, luke todd,
David Leroy,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Lost,None,None,15.53,No,,,,,,,,No,,No,,No,,,H4ID01065,"LEROY, DAVID H",O,2.0,REP,362407.68,0.0,362407.68,0.0,0.0,0.0,98073.5,15000.0,0.0,3599.98,0.0,0.0,240834.18,ID,1.0,,,,,,6500.0,2000.0,06/30/2018,16200.0,0.0,leroy, david h,
Michael Snyder,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Lost,None,None,10.37,No,,,,,,,,No,,No,,No,,,H8ID01132,"SNYDER, MICHAEL",O,2.0,REP,142729.36,0.0,140820.98,0.0,0.0,1908.38,2013.0,4000.0,0.0,0.0,0.0,4000.0,136587.36,ID,1.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,snyder, michael,
Nick Henderson,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Lost,None,None,2.02,No,,,,,,,,No,,No,,No,,,H8ID01157,"HENDERSON, NICK",O,2.0,REP,1937.45,0.0,701.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1937.45,ID,1.0,,,,,,0.0,0.0,12/22/2018,0.0,0.0,henderson, nick,
Alex Gallegos,ID,U.S. House Idaho District 1,Representative,Regular,5/15/18,Lost,None,None,3.5,No,,,,,,,,No,,No,,No,,,H8ID01181,"GALLEGOS, ALEX",O,2.0,REP,82935.59,0.0,82935.59,0.0,0.0,0.0,4345.0,10592.9,0.0,673.5,0.0,0.0,67815.0,ID,1.0,,,,,,50.0,0.0,06/30/2018,2700.0,0.0,gallegos, alex,
Doug Bennett,IL,U.S. House Illinois District 10,Representative,Regular,3/20/18,Advanced,None,On the Ballot,36.24,Yes,Yes,,,,,,,,,,,,,,H8IL10115,"BENNETT, DOUG",C,2.0,REP,293997.58,0.0,291510.64,0.0,0.0,2486.94,12100.0,115600.0,0.0,0.0,0.0,115600.0,150421.0,IL,10.0,,,,,,11428.0,4400.0,12/31/2018,0.0,0.0,bennett, doug,
Sapan Shah,IL,U.S. House Illinois District 10,Representative,Regular,3/20/18,Lost,None,None,29.06,No,Yes,,,,,,,,,,,,,,H8IL10131,"SHAH, SAPAN M.D. J.D.",C,2.0,REP,778590.45,0.0,778590.45,0.0,0.0,0.0,243523.65,50000.0,0.0,0.0,0.0,0.0,472128.0,IL,10.0,,,,,,11000.0,0.0,06/30/2018,104001.0,0.0,shah, sapan m.d. j.d.,
Jeremy Wynes,IL,U.S. House Illinois District 10,Representative,Regular,3/20/18,Lost,None,None,34.7,No,Yes,,,,,,,,,,,,,,H8IL10123,"WYNES, JEREMY",C,2.0,REP,426593.26,0.0,426471.04,0.0,0.0,122.22,2700.0,10000.0,0.0,4000.0,0.0,6000.0,400190.6,IL,10.0,,,,,,12000.0,150.0,10/01/2018,54150.0,5000.0,wynes, jeremy,
Bill Fawell,IL,U.S. House Illinois District 17,Representative,Regular,3/20/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H4IL17077,"FAWELL, BILL",C,2.0,REP,33267.0,0.0,30126.0,0.0,0.0,91.0,4000.0,14000.0,0.0,0.0,0.0,0.0,3922.0,IL,17.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,fawell, bill,
Mark Wayne Lorch,IL,U.S. House Illinois District 4,Representative,Regular,3/20/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H8IL04175,"LORCH, MARK WAYNE",O,2.0,REP,8109.36,0.0,8109.36,0.0,0.0,0.0,0.0,4409.36,0.0,502.04,0.0,3907.32,3700.0,IL,4.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,lorch, mark wayne,
Jitendra Diganvker,IL,U.S. House Illinois District 8,Representative,Regular,3/20/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,H8IL08101,"DIGANVKER, JITENDRA JD",C,2.0,REP,54519.77,0.0,51858.55,0.0,0.0,2683.45,0.0,0.0,0.0,0.0,0.0,0.0,54519.77,IL,8.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,diganvker, jitendra jd,
John Elleson,IL,U.S. House Illinois District 9,Representative,Regular,3/20/18,Advanced,None,On the Ballot,40.37,Yes,,,,,,,,,,,,,,,H8IL09224,"ELLESON, JOHN D",C,2.0,REP,74669.83,0.0,74669.83,0.0,0.0,0.0,70529.17,0.0,0.0,0.0,0.0,0.0,3542.0,IL,9.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,elleson, john d,
Sargis Sangari,IL,U.S. House Illinois District 9,Representative,Regular,3/20/18,Lost,None,None,10.15,No,,,,,,,,,,,,,,,H8IL09190,"SANGARI, SARGIS",C,2.0,REP,32169.0,0.0,35746.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32139.0,IL,9.0,,,,,,0.0,0.0,12/31/2018,0.0,0.0,sangari, sargis,
Roseann Ivanovich,IN,U.S. House Indiana District 1,Representative,Regular,5/8/18,Lost,None,None,19.55,No,,,,,,,,,,,,,,,H8IN01179,"IVANOVICH, ROSEANN P.",C,2.0,REP,9910.32,0.0,15391.8,0.0,0.0,-5481.48,9770.32,0.0,0.0,0.0,0.0,6600.0,140.0,IN,1.0,,,,,,0.0,0.0,04/18/2018,0.0,0.0,ivanovich, roseann p.,
Steve Braun,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,Lost,None,None,29.45,No,,,,,,Yes,,,,,,,,,H8IN04165,"BRAUN, STEVE J",O,2.0,REP,1241320.13,0.0,1241320.13,0.0,0.0,0.0,9353.39,830000.0,0.0,0.0,0.0,0.0,362090.0,IN,4.0,,,,,,37850.0,0.0,06/30/2018,9400.0,0.0,braun, steve j,
Diego Morales,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,Lost,None,None,14.97,No,,,,,,Yes,,,,,,,,No,H8IN04157,"MORALES, DIEGO",O,2.0,REP,575737.99,0.0,575737.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561187.99,IN,4.0,,,,,,14550.0,0.0,12/31/2018,94700.0,7300.0,morales, diego,
Jared Thomas,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,Lost,None,None,10.53,No,,,,,,No,,,,,,,,,H8IN04181,"THOMAS, JARED",O,2.0,REP,46468.26,0.0,46468.26,0.0,0.0,0.0,5134.67,10000.0,0.0,926.93,0.0,0.0,31333.59,IN,4.0,,,,,,0.0,0.0,05/25/2018,0.0,0.0,thomas, jared,
Tim Radice,IN,U.S. House Indiana District 4,Representative,Regular,5/8/18,Lost,None,None,1.26,No,,,,,,No,,,,,,,,,H8IN04215,"RADICE, TIM",O,2.0,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IN,4.0,,,,,,0.0,0.0,05/31/2018,0.0,0.0,radice, tim,
Greg Pence,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Advanced,None,On the Ballot,64.48,Yes,,,,Yes,,Yes,,,,,,,,,H8IN06129,"PENCE, GREG",O,2.0,REP,2793833.01,175053.86,2593307.01,0.0,0.0,200526.0,0.0,0.0,0.0,0.0,0.0,0.0,2132096.62,IN,6.0,,,,,,468275.0,0.0,12/31/2018,15300.0,0.0,pence, greg,
Stephen MacKenzie,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Lost,None,None,4.57,No,,,,No,,No,,,,,,,,,H6IN05240,"MACKENZIE, STEPHEN M.",C,2.0,REP,630.62,0.0,993.69,0.0,363.07,0.0,29.96,600.0,0.0,0.0,0.0,78520.87,0.66,IN,5.0,,,,,,0.0,0.0,03/31/2018,0.0,0.0,mackenzie, stephen m.,
Stephen MacKenzie,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Lost,None,None,4.57,No,,,,No,,No,,,,,,,,,H8IN06103,"MACKENZIE, STEPHEN",O,2.0,REP,14861.53,0.0,14425.36,0.0,0.0,436.17,0.0,9148.33,0.0,0.0,0.0,9148.33,5713.2,IN,6.0,,,,,,0.0,0.0,04/18/2018,0.0,0.0,mackenzie, stephen,
Jonathan Lamb,IN,U.S. House Indiana District 6,Representative,Regular,5/8/18,Lost,None,None,23.56,No,,,,No,,No,,,,,,,,,H8IN06079,"LAMB, JONATHAN M.",O,2.0,REP,868142.41,0.0,867726.31,0.0,0.0,416.1,0.0,820000.0,0.0,350000.0,0.0,250000.0,46931.15,IN,6.0,,,,,,75.0,0.0,12/31/2018,25.0,0.0,lamb, jonathan m.,
Wayne Harmon,IN,U.S. House Indiana District 7,Representative,Regular,5/8/18,Advanced,None,On the Ballot,28.81,Yes,,,,,,No,,,,,,,,,H8IN07150,"HARMON, WAYNE E",C,2.0,REP,606.0,0.0,346.0,0.0,20.0,267.54,386.0,0.0,0.0,0.0,0.06,0.0,380.0,IN,7.0,,,,,,0.0,0.0,12/31/2018,0.0,0.06,harmon, wayne e,
J.D. Miniear,IN,U.S. House Indiana District 7,Representative,Regular,5/8/18,Lost,None,None,13.59,No,,,,,,Yes,,,,,,,,,H2IN07096,"MINIEAR, J.D.",C,2.0,REP,1375.0,0.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.0,IN,7.0,,,,,,0.0,0.0,05/16/2018,0.0,0.0,miniear, j.d.,
Tony Van Pelt,IN,U.S. House Indiana District 7,Representative,Regular,5/8/18,Lost,None,None,11.3,No,,,,,,No,,,,,,,,,H8IN07291,"PELT, TONY VAN",C,2.0,REP,7145.65,0.0,7145.65,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7045.65,IN,7.0,,,,,,0.0,0.0,05/11/2018,0.0,0.0,pelt, tony van,
Mike Braun,IN,U.S. Senate Indiana,Senator,Regular,5/8/18,Advanced,None,On the Ballot,41.17,Yes,,,,,,Yes,,,,,,,,,S8IN00171,"BRAUN, MIKE",C,2.0,REP,25950206.89,850345.68,25878621.77,0.0,0.0,71583.08,6402496.11,11569962.91,0.0,7440962.91,0.0,341069.24,6337765.58,IN,0.0,,,,,,784490.63,2049.0,12/31/2018,73575.0,2300.0,braun, mike,
Luke Messer,IN,U.S. Senate Indiana,Senator,Regular,5/8/18,Lost,None,None,28.84,No,,,,,,Yes,,,,,,,,,H0IN02125,"MESSER, LUKE",I,2.0,REP,3058793.0,43406.0,4100804.4,8270.0,1050399.0,8384.6,0.0,0.0,0.0,0.0,0.0,0.0,2071281.0,IN,6.0,,,,,,930792.0,0.0,12/31/2018,409302.0,166250.0,messer, luke,
Todd Rokita,IN,U.S. Senate Indiana,Senator,Regular,5/8/18,Lost,None,None,29.99,No,,,,,,Yes,,,,,,,,,H0IN04170,"ROKITA, TODD",I,2.0,REP,2924950.95,0.0,4177910.26,0.0,1315564.74,62606.05,0.0,0.0,0.0,0.0,0.0,0.0,2341226.99,IN,4.0,,,,,,573230.0,0.0,12/31/2018,457150.0,71900.0,rokita, todd,
Caryn Tyson,KS,U.S. House Kansas District 2,Representative,Regular,8/7/18,Lost,None,None,23.2,No,Yes,,,,,Yes,Yes,,,,,,,,H8KS02157,"TYSON, CARYN",O,2.0,REP,629705.01,0.0,326067.16,0.0,0.0,303637.85,13503.7,330476.0,0.0,125000.0,0.0,205476.0,228150.31,KS,2.0,,,,,,57575.0,0.0,12/31/2018,39403.02,0.0,tyson, caryn,
